datetime,T_ext,Solar_irrad,T_imp,BC1_power,BC2_power,Refr1_power,Refr2_power,BC1_flow,BC2_flow,Refr1_flow,Refr2_flow,T_ret
2022-09-01 13:52:00+00:00,28.520000457763672,668.0,11.07000732421875,3.15,43.7,16.2,3.2,2793.0,2534.0,3009.0,3643.0,12.77001953125
2022-09-01 13:54:00+00:00,28.799999237060547,659.0,11.07000732421875,3.15,43.55,16.45,3.2,2736.0,2577.0,2952.0,3196.0,12.77001953125
2022-09-01 13:56:00+00:00,28.90999984741211,649.0,11.07000732421875,3.2,43.7,16.55,3.2,2908.0,2476.0,2937.0,3297.0,12.77001953125
2022-09-01 13:58:00+00:00,28.799999237060547,652.0,11.07000732421875,3.15,43.85,16.5,3.2,2707.0,2505.0,2908.0,3384.0,12.77001953125
2022-09-01 14:00:00+00:00,28.68000030517578,654.0,11.07000732421875,3.15,43.7,16.6,3.2,3024.0,2534.0,3052.0,3312.0,12.77001953125
2022-09-01 14:02:00+00:00,28.6299991607666,654.0,11.07000732421875,3.2,43.8,16.7,3.2,2822.0,2592.0,3009.0,3211.0,12.77001953125
2022-09-01 14:04:00+00:00,28.6299991607666,649.0,11.07000732421875,3.2,43.7,16.55,3.2,2911.0,2419.0,2908.0,3168.0,12.77001953125
2022-09-01 14:06:00+00:00,28.6299991607666,635.0,11.07000732421875,3.15,43.45,16.35,3.2,2808.0,2376.0,2836.0,3139.0,12.77001953125
2022-09-01 14:08:00+00:00,28.56999969482422,635.0,11.07000732421875,3.15,43.5,16.5,3.2,2721.0,2534.0,2966.0,3312.0,12.77001953125
2022-09-01 14:10:00+00:00,28.40999984741211,636.0,11.07000732421875,3.15,43.95,16.4,3.2,3096.0,2635.0,2880.0,3268.0,12.77001953125
2022-09-01 14:12:00+00:00,28.40999984741211,631.0,11.07000732421875,3.15,44.0,16.35,3.2,2707.0,2491.0,3038.0,3297.0,12.77001953125
2022-09-01 14:14:00+00:00,28.350000381469727,628.0,11.07000732421875,3.15,44.0,16.45,3.2,2592.0,2505.0,2980.0,3211.0,12.77001953125
2022-09-01 14:16:00+00:00,28.239999771118164,622.0,11.07000732421875,3.2,43.7,16.45,3.2,2908.0,2448.0,2980.0,3398.0,12.77001953125
2022-09-01 14:18:00+00:00,28.299999237060547,619.0,11.07000732421875,3.2,44.0,16.55,3.2,2692.0,2476.0,2822.0,3153.0,12.77001953125
