size,disp,std,centroid_std,som_size,unused_som
2000,0.5,0.14430956,0.069014138,19,0
2000,0.5,0.145193668,0.0694465,20,0.25
2000,0.5,0.146276298,0.069012788,21,1.587301587
2000,0.5,0.144544378,0.068610233,22,1.239669421
2000,0.5,0.144927958,0.069741668,23,2.268431002
2000,0.5,0.143229516,0.068227724,24,3.125
2000,0.5,0.145752618,0.06690984,25,3.84
2000,0.5,0.144421622,0.070276006,26,4.289940828
2000,0.5,0.143730702,0.070724048,27,6.995884774
2000,0.5,0.144442883,0.069170881,28,8.673469388
2000,1,0.289354944,0.137834051,3,0
2000,1,0.287306696,0.140694871,4,0
2000,1,0.286976699,0.137383232,5,0
2000,1,0.288096557,0.134667,6,0
2000,1,0.289126885,0.14166222,7,0
2000,1,0.287204316,0.138416228,8,0
2000,1,0.287843963,0.141804828,9,0
2000,1,0.2862818,0.138187312,10,0
2000,1,0.288893627,0.13915948,11,0
2000,1,0.288905187,0.139125632,12,0
2000,1,0.285669419,0.137861541,13,0
2000,1,0.288987839,0.140526859,14,0
2000,1,0.288005863,0.137454965,15,0
2000,1,0.287500028,0.138804588,16,0.390625
2000,1,0.288632786,0.140143256,17,0.346020761
2000,1,0.287493782,0.141176489,18,0.308641975
2000,1,0.287883899,0.140677134,19,0.55401662
2000,1,0.289142018,0.141807317,20,1.25
2000,1,0.28670045,0.140131324,21,1.587301587
2000,1,0.288041446,0.136900376,22,2.479338843
2000,1,0.291012319,0.136366674,23,1.134215501
2000,1,0.286472157,0.140386408,24,4.513888889
2000,1,0.286896376,0.136361441,25,2.56
2000,1,0.288504377,0.140029147,26,5.177514793
2000,1,0.288192183,0.140283894,27,6.447187929
2000,1,0.288663598,0.137595169,28,8.163265306
2000,1.5,0.43624448,0.20402394,3,0
2000,1.5,0.433987379,0.210046168,4,0
2000,1.5,0.430819175,0.213693529,5,0
2000,1.5,0.436489298,0.214425485,6,0
2000,1.5,0.433957042,0.209595521,7,0
2000,1.5,0.430213045,0.21240475,8,0
2000,1.5,0.432644438,0.211087691,9,0
2000,1.5,0.432364414,0.201950626,10,0
2000,1.5,0.432315558,0.206397053,11,0
2000,1.5,0.436291702,0.206127232,12,0
2000,1.5,0.429439777,0.206306721,13,0
2000,1.5,0.435040202,0.20895925,14,0
2000,1.5,0.431914406,0.204643169,15,0
2000,1.5,0.433947934,0.207972101,16,0
2000,1.5,0.428002611,0.211256465,17,0
2000,1.5,0.433933271,0.212114759,18,0.308641975
2000,1.5,0.427196609,0.213041368,19,0.27700831
2000,1.5,0.427649034,0.203353275,20,0.5
2000,1.5,0.429722289,0.203171985,21,1.133786848
2000,1.5,0.432321121,0.20739984,22,1.446280992
2000,1.5,0.431979426,0.210816144,23,1.512287335
2000,1.5,0.431152513,0.207228816,24,1.736111111
2000,1.5,0.435395574,0.207848328,25,2.72
2000,1.5,0.433815359,0.206279452,26,3.25443787
2000,1.5,0.433274585,0.211833977,27,6.721536351
2000,1.5,0.430494201,0.209461459,28,7.653061224
2000,2,0.57875869,0.273488961,3,0
2000,2,0.578804421,0.27792854,4,0
2000,2,0.571011712,0.271422317,5,0
2000,2,0.577248377,0.26478267,6,0
2000,2,0.578603395,0.272678242,7,0
2000,2,0.583265997,0.277271613,8,0
2000,2,0.578423875,0.282797924,9,0
2000,2,0.573682358,0.283696161,10,0
2000,2,0.575248391,0.279148533,11,0
2000,2,0.57820384,0.278696519,12,0
2000,2,0.57922669,0.282445331,13,0
2000,2,0.581374283,0.274458762,14,0
2000,2,0.5888466,0.275749155,15,0
2000,2,0.573082427,0.276612567,16,0.390625
2000,2,0.575485611,0.279899522,17,0
2000,2,0.572919325,0.276091212,18,0
2000,2,0.57539173,0.277330636,19,0
2000,2,0.570364185,0.281326519,20,0.75
2000,2,0.575613023,0.271484105,21,1.587301587
2000,2,0.571773584,0.270932624,22,1.859504132
2000,2,0.581986557,0.284037261,23,1.323251418
2000,2,0.572691952,0.274346914,24,3.298611111
2000,2,0.579803306,0.282295875,25,4.8
2000,2,0.578744098,0.282061103,26,4.289940828
2000,2,0.579670386,0.278647559,27,5.212620027
2000,2,0.573682858,0.274647118,28,6.12244898
2000,3,0.867544511,0.412734908,3,0
2000,3,0.860205708,0.421406931,4,0
2000,3,0.870041777,0.419033789,5,0
2000,3,0.853218646,0.414012,6,0
2000,3,0.871882994,0.419670099,7,0
2000,3,0.870156023,0.402721332,8,0
2000,3,0.862966249,0.413969181,9,0
2000,3,0.861601667,0.419593604,10,0
2000,3,0.86533428,0.429212316,11,0
2000,3,0.860880776,0.4105532,12,0
2000,3,0.871915674,0.401836919,13,0
2000,3,0.86200401,0.408990259,14,0
2000,3,0.866056688,0.417332399,15,0
2000,3,0.860632726,0.411883615,16,0
2000,3,0.874662085,0.423919947,17,0
2000,3,0.865894239,0.412479405,18,0.617283951
2000,3,0.864709395,0.417474719,19,0.27700831
2000,3,0.86362045,0.414821446,20,1
2000,3,0.860429675,0.414579636,21,1.587301587
2000,3,0.874202565,0.420414214,22,1.239669421
2000,3,0.860984012,0.421787996,23,1.890359168
2000,3,0.86182274,0.406927082,24,2.951388889
2000,3,0.858078023,0.414863115,25,4
2000,3,0.859030028,0.414110281,26,4.142011834
2000,3,0.862273873,0.408354274,27,6.858710562
2000,3,0.871476284,0.406123245,28,6.25
2000,4,1.144795799,0.558551286,3,0
2000,4,1.146787109,0.562285455,4,0
2000,4,1.154526573,0.545932038,5,0
2000,4,1.145464003,0.542535587,6,0
2000,4,1.164243215,0.563436595,7,0
2000,4,1.14792331,0.561145853,8,0
2000,4,1.144046127,0.549244858,9,0
2000,4,1.165662638,0.550131511,10,0
2000,4,1.154808964,0.564572183,11,0
2000,4,1.165018642,0.555241611,12,0
2000,4,1.151028412,0.550484475,13,0
2000,4,1.147270249,0.551314718,14,0
2000,4,1.153394646,0.560575703,15,0
2000,4,1.157473708,0.548282331,16,0
2000,4,1.156734802,0.544990273,17,0.346020761
2000,4,1.141038402,0.548890019,18,0.308641975
2000,4,1.150209707,0.55984688,19,1.108033241
2000,4,1.151151359,0.552936717,20,0.5
2000,4,1.144702004,0.552330344,21,2.494331066
2000,4,1.155377159,0.552071413,22,2.272727273
2000,4,1.152679445,0.562849332,23,1.512287335
2000,4,1.165547854,0.56392649,24,2.777777778
2000,4,1.154823616,0.548707766,25,3.36
2000,4,1.171112028,0.547087272,26,4.437869822
2000,4,1.158540536,0.557595697,27,5.898491084
2000,4,1.154763642,0.549538589,28,7.270408163
