datetime,T_ext,Solar_irrad,T_imp,BC1_power,BC2_power,Refr1_power,Refr2_power,BC1_flow,BC2_flow,Refr1_flow,Refr2_flow,T_ret
2022-07-08 05:36:00+00:00,22.290000915527344,128.0,9.959991455078123,3.1,3.2,0.25,0.25,2534.0,2592.0,0.0,0.0,11.27001953125
2022-07-08 05:38:00+00:00,22.350000381469727,134.0,9.959991455078123,3.1,3.2,0.25,0.25,2908.0,2520.0,0.0,0.0,11.27001953125
2022-07-08 05:40:00+00:00,22.350000381469727,139.0,9.959991455078123,3.1,3.2,0.25,0.25,2620.0,2462.0,0.0,0.0,11.27001953125
2022-07-08 05:42:00+00:00,22.399999618530277,148.0,9.959991455078123,3.1,3.2,0.25,0.25,2882.0,2563.0,0.0,0.0,11.27001953125
2022-07-08 05:44:00+00:00,22.459999084472656,153.0,9.959991455078123,3.1,16.3,0.25,0.25,2851.0,2491.0,0.0,0.0,11.27001953125
2022-07-08 05:46:00+00:00,22.459999084472656,160.0,9.959991455078123,3.1,16.2,0.25,0.25,2952.0,2476.0,0.0,0.0,11.27001953125
2022-07-08 05:48:00+00:00,22.459999084472656,169.0,9.959991455078123,3.1,16.15,0.25,0.25,3038.0,2520.0,0.0,0.0,11.27001953125
2022-07-08 05:50:00+00:00,22.459999084472656,174.0,9.959991455078123,3.1,16.0,0.25,0.25,2793.0,2563.0,0.0,0.0,11.27001953125
2022-07-08 05:52:00+00:00,22.459999084472656,179.0,9.959991455078123,3.1,16.05,0.25,0.25,2865.0,2448.0,0.0,0.0,11.27001953125
2022-07-08 05:54:00+00:00,22.51000022888184,185.0,9.959991455078123,3.1,16.0,0.25,0.25,2836.0,2577.0,0.0,0.0,11.27001953125
2022-07-08 05:56:00+00:00,22.51000022888184,193.0,9.959991455078123,3.1,15.95,0.25,0.25,2692.0,2548.0,0.0,0.0,11.27001953125
2022-07-08 05:58:00+00:00,22.56999969482422,199.0,9.959991455078123,3.1,16.0,0.25,0.25,2764.0,2505.0,0.0,0.0,11.27001953125
2022-07-08 06:00:00+00:00,22.56999969482422,204.0,9.959991455078123,3.1,3.1,0.25,0.3,2750.0,2520.0,0.0,0.0,11.27001953125
2022-07-08 06:02:00+00:00,22.6200008392334,211.0,9.959991455078123,3.1,3.1,0.25,0.25,2952.0,2534.0,0.0,0.0,11.27001953125
2022-07-08 06:04:00+00:00,22.68000030517578,216.0,9.959991455078123,3.1,3.1,0.25,0.25,2808.0,2635.0,0.0,0.0,11.27001953125
2022-07-08 06:06:00+00:00,22.739999771118164,221.0,9.959991455078123,3.1,3.15,0.25,0.25,2707.0,2548.0,0.0,0.0,11.27001953125
