datetime,T_ext,Solar_irrad,T_imp,BC1_power,BC2_power,Refr1_power,Refr2_power,BC1_flow,BC2_flow,Refr1_flow,Refr2_flow,T_ret
2022-06-16 06:58:00+00:00,27.239999771118164,367.0,10.32000732421875,12.9,28.65,16.15,0.25,3003.0,2505.0,0.0,3225.0,11.760009765625
2022-06-16 07:00:00+00:00,27.290000915527344,374.0,10.305007934570312,13.0,28.75,16.2,0.25,2952.0,2520.0,0.0,3312.0,11.750015258789062
2022-06-16 07:02:00+00:00,27.40999984741211,381.0,10.290008544921877,13.0,28.8,16.2,0.25,2793.0,2448.0,0.0,3542.0,11.740020751953123
2022-06-16 07:04:00+00:00,27.520000457763672,387.0,10.3699951171875,12.9,28.9,16.2,0.25,2808.0,2553.0,0.0,3024.0,11.740020751953123
2022-06-16 07:06:00+00:00,27.68000030517578,390.0,10.3699951171875,12.95,28.75,16.2,0.25,2717.0,2548.0,0.0,3236.0,11.8800048828125
2022-06-16 07:08:00+00:00,27.90999984741211,396.0,10.3699951171875,13.0,28.9,16.2,0.25,2880.0,2491.0,0.0,3355.0,11.910003662109377
2022-06-16 07:10:00+00:00,27.959999084472656,404.0,10.384994506835938,12.95,28.7,16.15,0.25,2649.0,2664.0,0.0,3268.0,11.895004272460938
2022-06-16 07:12:00+00:00,27.90999984741211,406.0,10.399993896484377,13.0,28.8,16.25,0.25,2692.0,2534.0,0.0,3254.0,11.8800048828125
2022-06-16 07:14:00+00:00,27.90999984741211,411.0,10.490020751953123,12.9,29.05,16.2,0.25,2635.0,2520.0,0.0,3614.0,11.790008544921877
2022-06-16 07:16:00+00:00,27.90999984741211,420.0,10.490020751953123,12.95,28.85,16.2,0.25,2779.0,2505.0,0.0,3124.0,11.910003662109377
2022-06-16 07:18:00+00:00,27.90999984741211,427.0,10.490020751953123,13.05,29.0,16.35,0.25,2966.0,2534.0,0.0,3600.0,12.0
2022-06-16 07:20:00+00:00,27.959999084472656,431.0,10.460006713867188,13.05,29.05,16.25,0.25,2620.0,2592.0,0.0,3326.0,11.955001831054688
